IID	PGS004490	PGS004495	PGS004560	PGS004565	PGS004809	PGS004810	PGS002768	PGS002095	PGS001274	PGS001273	PGS001883
VN_03_01_0849	-0.026109	0.142025	-0.00725369	-0.00201979	-0.013376	0.0158049	-1.49332	0.00273443	-0.222996	-0.015288	-0.0347141
VN_03_01_0851	0.0517233	0.204294	-0.00359225	0.00240312	0.135301	-0.000507702	-0.65346	0.000994291	-0.076474	-0.126974	0.0363669
VN_03_01_0853	-0.0196947	0.0560894	0.00395975	0.00856729	0.0727851	0.018668	-1.196	0.000807665	0.0309586	-0.0851089	-0.132086
VN_03_01_0854	0.0046158	0.119925	0.00911692	0.0162244	0.116794	0.0251649	-0.725998	0.00106856	-0.0944802	-0.0335775	-0.251887
VN_03_01_0855	0.026402	0.201546	0.00956295	0.017029	0.242457	0.196414	-0.614292	0.00624049	0.052748	0.0913844	0.114049
VN_03_01_0856	0.039738	0.200057	-0.000932162	0.00333063	0.0568559	-0.0904005	-1.56991	0.00383407	0.132354	0.0607807	-0.173362
VN_03_01_0857	-0.271179	-0.069511	9.51556e-05	0.0096449	0.206798	0.219609	-0.433598	-0.00141272	0.131222	0.107382	-0.0992248
VN_03_01_0858	-0.028061	0.193115	0.00442833	0.0142834	0.00065796	-0.14014	-1.50023	0.000432866	0.0717372	-0.0765081	-0.199207
VN_03_01_0859	-0.026721	0.0987351	0.00905896	0.0162461	0.323081	0.228994	-0.0289483	0.00588706	0.253592	0.160551	-0.118449
VN_03_01_0860	-0.138677	-0.0185529	-0.00159083	0.00370568	0.166669	0.116278	-0.817565	0.00129331	-0.0796425	0.0397727	-0.101859
VN_03_01_0861	-0.0947189	0.120668	0.0079338	0.0184208	0.128326	-0.0102276	-0.874633	0.00197913	-0.225036	-0.100255	-0.253953
VN_03_01_0862	0.0694876	0.316998	-0.00484623	0.00210676	0.147055	0.187027	-1.11001	0.00523829	0.152268	0.0542441	-0.0378546
VN_03_01_0864	-0.0310697	0.0983399	-0.0038464	0.00186092	0.146167	0.115299	-1.14135	0.000735475	0.125904	0.0787735	-0.298911
VN_03_01_0866	-0.0449983	0.0754646	-0.000891743	0.00443413	0.0842291	-0.135245	-1.30445	0.00246905	0.0927169	0.103806	-0.0304408
VN_03_01_0867	0.0526381	0.118488	-0.018188	-0.0177001	0.0230104	-0.191247	-1.50406	0.00192061	0.293981	0.150243	-0.241271
VN_03_01_0868	-0.163119	0.032735	-0.00537899	0.00188432	0.131844	0.0741219	-1.03785	0.00214027	0.0561322	0.121068	0.0397662
VN_03_01_0871	-0.0521746	-0.0564856	-0.00310502	-0.00206798	0.142024	-0.0427047	-0.950513	0.00268805	-0.0375104	0.0343689	0.0308175
VN_03_01_0872	-0.0335899	0.0962312	0.00545326	0.0123326	0.18043	0.136287	-0.784765	0.003884	-0.0474655	-0.0643897	0.0945019
VN_03_01_0875	-0.180334	0.0140512	-0.0111613	-0.00651524	0.11602	-0.0876487	-0.865062	0.00252113	-0.0237193	0.0904059	-0.0746469
VN_03_01_0876	0.024991	0.192101	0.00126873	0.00938759	0.165574	0.0514423	-1.27719	0.00901633	0.391767	0.20455	0.169309
VN_03_01_0877	-0.171659	-0.0330147	-0.00691703	-0.00267408	0.226851	0.194214	-0.597634	0.0031179	0.216959	0.143194	0.078584
VN_03_01_0882	0.160359	0.339841	0.00654117	0.0158815	0.116988	-0.0428372	-1.13052	0.00234676	-0.0567864	0.0597966	-0.0975139
VN_03_01_0884	-0.00348329	0.224192	-0.00759061	-0.00138094	-0.0043788	-0.169311	-1.47372	0.00316922	-0.0938999	0.0145626	-0.100772
VN_03_01_0886	0.052186	0.0761729	-0.00412466	-0.0029061	0.165978	0.298703	-0.835752	0.00358158	0.0214526	0.171002	-0.17026
VN_03_01_0887	0.0168748	0.0441679	-0.00371235	-0.00196086	0.185293	0.0504121	-1.09499	0.00317872	0.201701	0.133432	-0.159526
VN_03_01_0888	-0.241749	-0.127687	0.000122636	0.00702902	0.227628	0.0886495	-0.541344	0.00317921	0.135233	0.109578	-0.235307
VN_03_01_0889	0.249226	0.398086	0.0142381	0.0221569	0.377871	0.336795	0.0286794	0.00610243	0.169492	0.110774	-0.013185
