FID	IID	score.auto	score.grid.1	score.grid.2	score.grid.3	score.grid.4	score.grid.5	score.grid.6	score.grid.7	score.grid.8	score.grid.9	score.grid.10	score.grid.11	score.grid.12	score.grid.13	score.grid.14	score.grid.15	score.grid.16	score.grid.17	score.grid.18	score.grid.19	score.grid.20	score.grid.21	score.grid.22	score.grid.23	score.grid.24	score.grid.25	score.grid.26	score.grid.27	score.grid.28	score.grid.29	score.grid.30	score.grid.31	score.grid.32	score.grid.33	score.grid.34	score.grid.35	score.grid.36	score.grid.37	score.grid.38	score.grid.39	score.grid.40	score.grid.41	score.grid.42	score.grid.43	score.grid.44	score.grid.45	score.grid.46	score.grid.47	score.grid.48	score.grid.49	score.grid.50	score.grid.51	score.grid.52	score.grid.53	score.grid.54	score.grid.55	score.grid.56	score.grid.57	score.grid.58	score.grid.59	score.grid.60	score.grid.61	score.grid.62	score.grid.63	score.grid.64	score.grid.65	score.grid.66	score.grid.67	score.grid.68	score.grid.69	score.grid.70	score.grid.71	score.grid.72	score.grid.73	score.grid.74	score.grid.75	score.grid.76	score.grid.77	score.grid.78	score.grid.79	score.grid.80	score.grid.81	score.grid.82	score.grid.83	score.grid.84	score.grid.85	score.grid.86	score.grid.87	score.grid.88	score.grid.89	score.grid.90	score.auto.shaPRS	score.grid.12.shaPRS	score.grid.13.shaPRS	score.grid.14.shaPRS	score.grid.15.shaPRS	score.grid.28.shaPRS	score.grid.29.shaPRS	score.grid.30.shaPRS	score.grid.44.shaPRS	score.grid.45.shaPRS	score.grid.57.shaPRS	score.grid.58.shaPRS	score.grid.59.shaPRS	score.grid.60.shaPRS	score.grid.73.shaPRS	score.grid.74.shaPRS	score.grid.75.shaPRS	score.grid.89.shaPRS	score.grid.90.shaPRS	prscs.phi1e+00	prscs.shaPRS.phi1e+00	prscsx.META.phi1e+00	prscsx.EAS.phi1e+00	prscsx.EUR.phi1e+00	prscs.phi1e-02	prscs.shaPRS.phi1e-02	prscsx.META.phi1e-02	prscsx.EAS.phi1e-02	prscsx.EUR.phi1e-02	prscs.phi1e-04	prscs.shaPRS.phi1e-04	prscsx.META.phi1e-04	prscsx.EAS.phi1e-04	prscsx.EUR.phi1e-04	prscs.phi1e-06	prscs.shaPRS.phi1e-06	prscsx.META.phi1e-06	prscsx.EAS.phi1e-06	prscsx.EUR.phi1e-06	prscs.phiauto	prscs.shaPRS.phiauto	prscsx.META.phiauto	prscsx.EAS.phiauto	prscsx.EUR.phiauto	SBayesRC	PRSice2.0.1	PRSice2.0.4	PRSice2.0.7	PRSice2.0.9	PGS002763	PGS002767	PGS004478	PGS004479	PGS004548	PGS004549	PGS004882	PGS004883	PGS002094	PGS001882	PGS001192	PGS000967	PGS001290	PGS002750	PGS002728	PGS002749	PGS002729	PHENO
VN_02_00_0502	VN_02_00_0502	-0.258335	0.079147	0.213304	0.449712	0.723342	0.62975	-0.106991	-0.965509	-1.6669	-2.05276	-2.21264	-2.29052	-2.33611	-2.34029	-2.34884	-2.37187	0.0684312	0.1954	0.461156	0.815047	1.02418	0.345878	-0.850884	-2.02798	-2.67535	-3.0457	-3.20291	-3.29543	-3.31427	-3.32017	-3.34532	0.0594323	0.173459	0.43362	0.852599	1.24112	0.859222	-0.472811	-2.1993	-3.39415	-4.0105	-4.36366	-4.49689	-4.5442	-4.60718	-4.63741	0.0864539	0.23596	0.517089	0.838033	0.860429	0.293973	-0.469472	-1.0131	-1.27806	-1.39908	-1.45731	-1.4792	-1.49947	-1.49732	-1.4916	0.0760472	0.215253	0.496921	0.931019	1.27358	0.780044	-0.207517	-1.15616	-1.67811	-1.9184	-2.03505	-2.06619	-2.10686	-2.11106	-2.11358	0.0653581	0.192477	0.481009	0.986806	1.51418	1.3323	0.262034	-1.13353	-2.095	-2.55735	-2.73001	-2.84272	-2.89166	-2.90054	-2.91085	0.272402	0.459018	0.448563	0.659117	0.597871	0.597871	0.597871	0.597871	0.597871	0.597871	0.597871	0.597871	0.597871	0.597871	0.597871	0.597871	0.597871	0.597871	0.597871	-6.59679	0.40564	-1.51242	0.349849	-1.17642	-0.00133728	0.188087	-0.642094	0.0229614	-0.496371	4.5939	0.0484002	-0.176507	-0.30909	-0.140147	-0.25584	-0.0216015	-0.0731777	-0.17926	-0.07092	2.41365	0.109053	-0.870538	2.72981	0.340841	-0.1602815255472	-676.642744	-12.3235954	110.466888	-4467.83252	0.148859	0.00793775	-0.0438734	0.404496	0.000967573	0.0447296	0.050488	0.192534	0.0254955	0.0959517	0.104221	0.166057	0.00339262	0.193732	1.915	0.274604	0.717	0
VN_02_00_0504	VN_02_00_0504	-0.159657	0.286501	0.742988	1.54859	2.38398	2.5799	1.49331	0.22621	-0.689357	-1.12209	-1.3417	-1.43042	-1.49468	-1.49782	-1.51091	-1.51709	0.251884	0.687172	1.50903	2.64707	3.45642	2.72234	0.971916	-0.535742	-1.40218	-1.81588	-1.98493	-2.08562	-2.1459	-2.15843	-2.16816	0.219915	0.617409	1.43364	2.71062	4.05655	3.93381	2.19574	-0.0497412	-1.56476	-2.31406	-2.69164	-2.85716	-2.93617	-2.951	-3.00595	0.293806	0.755342	1.58074	2.45466	2.71934	1.79445	0.650443	-0.130046	-0.48174	-0.62289	-0.71197	-0.748574	-0.761569	-0.764458	-0.763243	0.256911	0.702203	1.56336	2.74063	3.63805	3.05227	1.60386	0.180366	-0.523444	-0.819594	-0.970407	-1.02349	-1.05863	-1.08475	-1.09018	0.22296	0.633219	1.46037	2.85683	4.17076	4.39015	2.88447	0.870564	-0.409689	-1.02359	-1.27972	-1.40748	-1.45764	-1.46335	-1.49257	0.25002	0.358022	0.354407	0.563719	0.506707	0.506707	0.506707	0.506707	0.506707	0.506707	0.506707	0.506707	0.506707	0.506707	0.506707	0.506707	0.506707	0.506707	0.506707	19.7753	1.02234	0.452104	-1.10036	0.390893	15.369	0.523294	-0.0538881	-1.0816	-0.0386226	7.16408	0.235551	5.81622e-05	-0.300088	0.0346281	0.165163	0.0252546	0.0896814	-0.025498	0.0933836	11.7907	0.315762	1.3309	10.103	0.113796	0.1147707354372	-453.024822	100.916745	193.211878	-3217.52842	0.0941851	0.0283677	-0.0499564	0.293936	-0.010112	0.0179045	0.010807	0.165028	0.012911	0.130772	-0.0289901	0.0788248	-0.0626115	0.208322	1.737	0.165614	0.708	0
VN_02_00_0506	VN_02_00_0506	-0.263539	0.185368	0.466474	0.946513	1.49353	1.44903	0.524013	-0.62405	-1.53651	-2.02994	-2.2416	-2.36692	-2.40846	-2.42675	-2.44863	-2.47901	0.162265	0.437701	0.942119	1.59273	2.08681	1.32749	-0.191314	-1.73262	-2.61078	-3.0747	-3.30973	-3.41716	-3.45912	-3.45354	-3.49201	0.142025	0.390999	0.880848	1.69187	2.43812	2.15535	0.576405	-1.65594	-3.22451	-4.05479	-4.47372	-4.67192	-4.76206	-4.78237	-4.85551	0.194166	0.494464	1.01229	1.5845	1.71609	0.958973	-0.0525594	-0.774014	-1.15209	-1.3197	-1.39723	-1.43939	-1.45311	-1.4632	-1.44886	0.171045	0.457046	0.990066	1.74664	2.35909	1.80155	0.52855	-0.740926	-1.44832	-1.77175	-1.93366	-2.0091	-2.03521	-2.05555	-2.05315	0.148888	0.410953	0.941942	1.83314	2.66043	2.73942	1.39722	-0.432501	-1.67802	-2.31393	-2.59663	-2.73626	-2.80293	-2.80026	-2.80682	0.314743	0.449477	0.441744	0.690475	0.595941	0.595941	0.595941	0.595941	0.595941	0.595941	0.595941	0.595941	0.595941	0.595941	0.595941	0.595941	0.595941	0.595941	0.595941	-10.1939	0.252067	-1.30254	-1.33398	-1.04961	-0.619919	0.262224	-0.621033	-0.596293	-0.540821	3.73462	0.13598	-0.192017	-0.236852	-0.151092	0.0400823	-0.00233289	-0.0346947	0.0233913	-0.0284815	4.96252	0.235042	-1.63216	3.86717	0.241892	-0.010660260336	-623.843116	57.4868181	204.230738	-3995.71472	0.203378	0.0198561	-0.0583215	-0.172753	0.000892233	-0.0122772	0.05137	0.1935	0.0179652	0.19634	-0.0966591	0.0597718	-0.194714	0.522906	2.125	0.423301	0.881	0
VN_02_00_0507	VN_02_00_0507	-0.230417	0.223253	0.564555	1.11766	1.70787	1.67301	0.706295	-0.461908	-1.3331	-1.76277	-1.96117	-2.06243	-2.10303	-2.1165	-2.12934	-2.14941	0.198158	0.52902	1.11497	1.83491	2.32726	1.53644	0.0275041	-1.4609	-2.26956	-2.69125	-2.87247	-2.96997	-3.02172	-3.01581	-3.03673	0.172642	0.475609	1.0576	1.90633	2.6928	2.48322	0.847504	-1.28834	-2.79916	-3.54064	-3.897	-4.05783	-4.15018	-4.16358	-4.22257	0.232242	0.592343	1.18052	1.75798	1.89804	1.08383	0.0356485	-0.711268	-1.06034	-1.21016	-1.28762	-1.32173	-1.33916	-1.34539	-1.33923	0.204407	0.547469	1.165	1.93036	2.56055	2.01297	0.655859	-0.630353	-1.32518	-1.62743	-1.78253	-1.85782	-1.89364	-1.90641	-1.90319	0.177499	0.492434	1.11178	2.07011	2.96331	2.98331	1.64047	-0.290345	-1.5521	-2.1285	-2.39984	-2.5699	-2.60124	-2.60805	-2.63256	0.360515	0.509031	0.500827	0.692383	0.639645	0.639645	0.639645	0.639645	0.639645	0.639645	0.639645	0.639645	0.639645	0.639645	0.639645	0.639645	0.639645	0.639645	0.639645	-11.5461	0.926151	-0.501248	0.925317	-0.346292	-1.93022	0.471189	0.0344653	0.0986895	0.0928845	3.94157	0.186666	0.0434725	-0.193592	0.082823	-0.0824899	-0.0200216	0.117497	0.0309291	0.126192	4.4722	0.226245	-0.334012	3.14446	0.414489	-0.01989166148292	-754.046846	68.8214802	189.479345	-4400.57315	0.179874	0.207459	-0.0437454	0.409371	0.0034356	0.036937	0.133554	0.398418	0.0429247	0.455866	-0.0654213	0.0935491	-0.13809	0.150833	1.813	0.404165	1.195	0
VN_02_00_0508	VN_02_00_0508	-0.174506	0.129964	0.352854	0.732043	1.21914	1.33566	0.684461	-0.165181	-0.869722	-1.26803	-1.42686	-1.53254	-1.57148	-1.58276	-1.59918	-1.61207	0.110737	0.323446	0.750432	1.34219	1.83143	1.36511	0.287613	-0.867871	-1.58592	-1.93957	-2.10336	-2.19502	-2.22705	-2.21172	-2.26966	0.0985138	0.286157	0.694556	1.39974	2.07131	2.09596	1.04497	-0.589482	-1.82173	-2.43859	-2.80503	-2.954	-3.04855	-3.07686	-3.08283	0.136348	0.371642	0.791715	1.32061	1.54119	0.993332	0.280713	-0.298046	-0.62603	-0.774041	-0.843578	-0.883341	-0.899875	-0.897649	-0.895299	0.118487	0.330044	0.801185	1.44682	1.9597	1.73912	0.849763	-0.116085	-0.741993	-1.00378	-1.1526	-1.19805	-1.2496	-1.25209	-1.24037	0.102403	0.300118	0.72636	1.47498	2.36146	2.54401	1.65433	0.337159	-0.710137	-1.21358	-1.48085	-1.6171	-1.66917	-1.67774	-1.68245	0.233465	0.307315	0.312465	0.458567	0.441526	0.441526	0.441526	0.441526	0.441526	0.441526	0.441526	0.441526	0.441526	0.441526	0.441526	0.441526	0.441526	0.441526	0.441526	12.8251	0.500224	-1.33366	0.560029	-1.17923	10.6039	0.20117	-0.704624	-0.17199	-0.59307	6.90654	0.0394541	-0.117692	-0.296914	-0.0549739	0.00119452	-0.0698496	0.0833007	-0.165715	0.100971	8.60666	0.142884	0.56018	7.11283	0.144754	0.3659727525288	-564.241245	74.4636073	227.241825	-3993.72516	-0.0559057	0.0267317	-0.398862	-0.250394	-0.019503	-0.0190054	-0.096218	0.25323	-0.00458077	-0.0748146	0.158184	-0.0774928	0.00111044	-0.0928963	2.235	0.373868	1.002	0
VN_02_00_0509	VN_02_00_0509	-0.169358	0.341347	0.836988	1.70101	2.46508	2.59111	1.604	0.273344	-0.723276	-1.20305	-1.4112	-1.53377	-1.56911	-1.57228	-1.58176	-1.61642	0.301173	0.788435	1.64056	2.71333	3.41904	2.71731	1.05048	-0.55677	-1.46031	-1.91348	-2.09536	-2.20879	-2.24172	-2.25142	-2.28607	0.264911	0.719719	1.56297	2.77067	3.94188	3.83633	2.25774	-0.0724611	-1.65667	-2.41019	-2.8293	-3.01269	-3.08937	-3.10885	-3.17847	0.346745	0.874448	1.66662	2.5192	2.7742	1.8926	0.686828	-0.12094	-0.517744	-0.68291	-0.768636	-0.803613	-0.818508	-0.823657	-0.826205	0.303653	0.800756	1.65923	2.78128	3.59404	3.10321	1.65207	0.243722	-0.555243	-0.896719	-1.04333	-1.10853	-1.14898	-1.15866	-1.15647	0.269498	0.720992	1.63934	2.88256	4.07094	4.33057	2.9613	0.885498	-0.424312	-1.08331	-1.39549	-1.51653	-1.55966	-1.56474	-1.57851	0.109209	0.0432798	0.0503126	0.145097	0.100124	0.100124	0.100124	0.100124	0.100124	0.100124	0.100124	0.100124	0.100124	0.100124	0.100124	0.100124	0.100124	0.100124	0.100124	-7.19946	0.449459	-0.531737	0.346539	-0.651164	2.18099	-0.0319844	-0.309034	-0.369679	-0.326133	5.36958	-0.0266776	-0.0403499	-0.198141	-0.0274244	0.270531	-0.084377	-0.0598962	-0.0655374	-0.0656454	6.57621	0.00132307	1.13407	6.87545	-0.0224238	0.287764370802	-680.420482	52.075778	191.849345	-4133.92955	0.011619	0.0231925	-0.216387	-0.285316	-0.00457672	-0.0179485	-0.076024	0.145496	-0.000350672	0.0382255	-0.276414	-0.164356	-0.106322	-0.0815408	1.883	0.102588	0.752	0
VN_02_00_0510	VN_02_00_0510	-0.218711	0.261115	0.634508	1.20526	1.77714	1.75989	0.883712	-0.259352	-1.15139	-1.61342	-1.83109	-1.94377	-1.98604	-2.01028	-2.02104	-2.03223	0.231254	0.594963	1.2079	1.92177	2.39362	1.74623	0.275627	-1.16614	-2.04273	-2.47294	-2.69052	-2.78976	-2.86337	-2.84019	-2.87471	0.202509	0.542528	1.1427	2.00604	2.7246	2.55927	1.13645	-0.932451	-2.42531	-3.21435	-3.6247	-3.78896	-3.89613	-3.92847	-3.97191	0.271067	0.665982	1.27329	1.83293	1.97138	1.22362	0.180872	-0.595878	-0.969924	-1.1231	-1.20405	-1.24856	-1.26238	-1.27097	-1.26494	0.239243	0.619754	1.26644	2.02172	2.63949	2.11853	0.869832	-0.441352	-1.19	-1.50936	-1.65933	-1.72248	-1.76581	-1.7981	-1.78741	0.208629	0.559195	1.20529	2.16911	2.97573	3.07418	1.87753	-0.00882216	-1.30338	-1.90367	-2.20325	-2.35435	-2.39618	-2.43039	-2.43549	0.397106	0.615139	0.616462	0.873101	0.811371	0.811371	0.811371	0.811371	0.811371	0.811371	0.811371	0.811371	0.811371	0.811371	0.811371	0.811371	0.811371	0.811371	0.811371	4.62442	0.797828	-0.631063	-0.549251	-0.234489	6.52575	0.656046	-0.2675	-0.629526	-0.119243	5.30693	0.186154	-0.149731	-0.321318	-0.0951786	0.0894203	-0.0354236	-0.0352457	-0.0093302	-0.0350703	7.47758	0.326964	-0.725782	7.98247	0.398304	0.1717162421004	-493.802813	88.7034105	277.493961	-4143.75909	-0.0528081	0.0375472	-0.137056	-0.054376	-0.0136518	-0.000780995	-0.077232	0.265778	0.0179868	0.0524122	0.0483588	-0.152709	-0.0772355	-0.159037	1.693	0.400339	0.936	0
VN_02_00_0512	VN_02_00_0512	-0.236077	0.328203	0.840101	1.63479	2.39911	2.3204	0.967848	-0.417944	-1.36636	-1.81087	-2.00207	-2.11654	-2.1545	-2.17215	-2.16983	-2.1893	0.290214	0.771306	1.65025	2.68288	3.21601	2.14263	0.205215	-1.47178	-2.33518	-2.75657	-2.95795	-3.0415	-3.06995	-3.06542	-3.10712	0.253274	0.705271	1.56673	2.78158	3.7624	3.30861	1.19702	-1.28357	-2.87445	-3.61075	-4.018	-4.146	-4.24569	-4.27602	-4.31055	0.336865	0.869937	1.71138	2.50786	2.51172	1.34947	0.0979975	-0.732	-1.08321	-1.24157	-1.31935	-1.35468	-1.36258	-1.3653	-1.3635	0.296119	0.79873	1.72543	2.78377	3.49129	2.55343	0.813281	-0.634384	-1.37867	-1.68853	-1.81546	-1.87865	-1.92167	-1.93268	-1.92133	0.257805	0.726852	1.63372	2.98528	4.07513	3.85612	1.95597	-0.254933	-1.58614	-2.18054	-2.43677	-2.58023	-2.63504	-2.62291	-2.65072	0.16204	0.202939	0.201325	0.306252	0.270042	0.270042	0.270042	0.270042	0.270042	0.270042	0.270042	0.270042	0.270042	0.270042	0.270042	0.270042	0.270042	0.270042	0.270042	0.52387	-0.551608	-1.09732	2.67639	-1.09491	0.444619	-0.321053	-0.550805	0.543316	-0.49242	4.39333	0.0311538	-0.191361	0.0471694	-0.171115	-0.189035	-0.0333554	-0.112726	-0.10635	-0.108991	4.74105	0.0777169	-1.05935	4.38013	0.0142474	-0.07153544306052	-516.958698	-0.769566065	146.267827	-3812.42117	0.0579788	0.0017793	-0.00940152	0.078965	0.00329056	0.012614	-0.040919	0.186789	0.005996	-0.10481	-0.0514666	0.0151216	-0.0382079	0.364265	1.741	0.33418	0.89	0
VN_02_00_0513	VN_02_00_0513	-0.215927	0.186987	0.478632	0.997307	1.60799	1.62001	0.665681	-0.471857	-1.25536	-1.66064	-1.82114	-1.9217	-1.9452	-1.94785	-1.95988	-1.98157	0.163007	0.44563	0.988725	1.72739	2.24271	1.47525	-0.0164955	-1.39225	-2.14235	-2.4892	-2.66361	-2.73564	-2.77823	-2.76968	-2.79916	0.142788	0.395436	0.920177	1.81297	2.64018	2.25464	0.775812	-1.26366	-2.65932	-3.25302	-3.61011	-3.7217	-3.83824	-3.8387	-3.87642	0.194655	0.507363	1.0497	1.66396	1.79126	0.960429	-0.0316981	-0.736365	-1.07157	-1.20689	-1.28118	-1.3005	-1.31973	-1.32427	-1.31794	0.170145	0.464111	1.03364	1.89735	2.47169	1.81533	0.550373	-0.67229	-1.36645	-1.63416	-1.7715	-1.81231	-1.86526	-1.87777	-1.87568	0.148305	0.418837	0.968922	1.9271	2.80881	2.81923	1.4108	-0.409539	-1.57762	-2.12067	-2.36475	-2.49894	-2.53813	-2.54467	-2.56548	0.300965	0.431567	0.421487	0.657207	0.601711	0.601711	0.601711	0.601711	0.601711	0.601711	0.601711	0.601711	0.601711	0.601711	0.601711	0.601711	0.601711	0.601711	0.601711	-12.1811	0.952464	-0.203259	2.01358	-0.48922	-1.76965	0.475454	-0.21976	0.269257	-0.280209	3.23698	0.202933	-0.189949	0.025429	-0.203199	-0.144333	0.0112804	-0.17819	-0.0966284	-0.182226	3.012	0.334456	-0.998901	2.92228	0.27337	0.0764280514152	-573.113768	-29.7541673	153.221974	-3926.26121	0.170161	0.0251923	-0.146032	0.166872	-0.00863375	0.0252231	0.042088	0.331962	0.0518945	0.447247	-0.139166	0.029361	-0.0812391	0.655307	1.689	0.112331	0.608	0
VN_02_00_0514	VN_02_00_0514	-0.273445	0.135923	0.331936	0.627511	0.937391	0.791888	-0.0697228	-1.01884	-1.75544	-2.14964	-2.31762	-2.40143	-2.44226	-2.45823	-2.46738	-2.48865	0.11985	0.308432	0.652653	1.04061	1.24626	0.489746	-0.868073	-2.10677	-2.82263	-3.19954	-3.3344	-3.44183	-3.46848	-3.48227	-3.51521	0.105165	0.280578	0.607649	1.08872	1.48173	1.06836	-0.436927	-2.26205	-3.56538	-4.21868	-4.53724	-4.68091	-4.75022	-4.79563	-4.7858	0.146046	0.362161	0.710325	1.06648	1.00763	0.346895	-0.498654	-1.09038	-1.38502	-1.50297	-1.55636	-1.59254	-1.60282	-1.60736	-1.59835	0.128504	0.339223	0.701578	1.16229	1.52805	0.91134	-0.146622	-1.22783	-1.80702	-2.05263	-2.18043	-2.21568	-2.24397	-2.26563	-2.26614	0.112213	0.307028	0.66221	1.27072	1.67448	1.56776	0.383864	-1.2132	-2.2324	-2.73191	-2.9401	-3.05294	-3.06589	-3.08074	-3.07376	0.230963	0.306214	0.302738	0.442599	0.418875	0.418875	0.418875	0.418875	0.418875	0.418875	0.418875	0.418875	0.418875	0.418875	0.418875	0.418875	0.418875	0.418875	0.418875	-6.38458	0.700373	-0.885842	0.647533	-1.16045	-0.682284	0.258689	-0.566017	0.317671	-0.586939	3.624	-0.0187037	-0.19414	0.00947687	-0.166075	-0.267732	-0.101878	-0.0433614	0.0219684	-0.0484756	2.05696	0.0778046	0.0286616	4.53798	0.269657	-0.3080848654848	-557.51509	15.8279317	147.217687	-4331.12603	0.0470076	0.0739473	-0.212612	0.367213	-0.00713279	0.0247462	-0.05823	0.256971	0.00876521	0.0500404	0.441479	0.0880079	-0.0383776	-0.165787	1.453	0.0883862	0.705	0
VN_02_00_0516	VN_02_00_0516	-0.188616	0.371987	0.931344	1.79702	2.69867	2.7119	1.49482	0.0774937	-0.902968	-1.36719	-1.57837	-1.6964	-1.73715	-1.76193	-1.75752	-1.77448	0.325914	0.871866	1.82385	2.97528	3.75971	2.74095	0.918825	-0.81126	-1.71457	-2.14077	-2.34082	-2.43427	-2.46808	-2.48379	-2.51674	0.287003	0.782855	1.70625	3.10788	4.26816	4.0335	2.17265	-0.35324	-1.97606	-2.74381	-3.13847	-3.32469	-3.41271	-3.42778	-3.47803	0.380333	0.955456	1.87588	2.7728	2.93794	1.82659	0.537813	-0.334757	-0.722438	-0.88932	-0.964162	-1.0091	-1.01692	-1.02807	-1.0232	0.334562	0.88393	1.88177	3.03664	3.88796	3.16301	1.43879	-0.076553	-0.842474	-1.16474	-1.34214	-1.3887	-1.43518	-1.45487	-1.44943	0.290963	0.797097	1.77265	3.29987	4.50635	4.51533	2.77492	0.549186	-0.843466	-1.46125	-1.761	-1.90465	-1.97312	-1.97434	-1.99875	0.346612	0.422646	0.414194	0.640134	0.56915	0.56915	0.56915	0.56915	0.56915	0.56915	0.56915	0.56915	0.56915	0.56915	0.56915	0.56915	0.56915	0.56915	0.56915	-0.302872	1.05429	-0.0755336	0.75065	-0.379946	4.89152	0.585626	-0.146979	0.230909	-0.213491	4.96232	0.166965	-0.0210289	0.0193567	-0.0143223	0.16975	0.0176407	0.0834545	0.130752	0.0794717	6.81105	0.259041	-0.253468	6.48055	0.336601	0.1503698226768	-499.823275	47.2091545	208.714645	-3897.88741	0.000382412	0.00551905	-0.417498	-0.104393	-0.0171022	-0.00911943	-0.100066	0.268036	-0.00379953	0.100085	-0.298985	-0.150848	-0.0931353	0.256615	1.711	0.328243	0.728	0
VN_02_00_0518	VN_02_00_0518	-0.28526	0.140089	0.343581	0.664232	0.972191	0.783516	-0.102524	-1.1048	-1.86328	-2.2557	-2.43342	-2.53198	-2.56881	-2.58197	-2.58512	-2.60996	0.123838	0.323033	0.667303	1.0686	1.20203	0.384351	-0.979	-2.24368	-3.00397	-3.36955	-3.51797	-3.6381	-3.66229	-3.65948	-3.69926	0.108353	0.292632	0.628113	1.11685	1.47189	0.926131	-0.567929	-2.49035	-3.80898	-4.45658	-4.82753	-4.95039	-5.05736	-5.09789	-5.10505	0.150087	0.373912	0.730213	1.07475	1.01791	0.283306	-0.564051	-1.17167	-1.48805	-1.62569	-1.69109	-1.71978	-1.73362	-1.73946	-1.73769	0.132603	0.349129	0.725764	1.20327	1.47871	0.852202	-0.280466	-1.35012	-1.97171	-2.2261	-2.3531	-2.41096	-2.45414	-2.4533	-2.4476	0.11617	0.313468	0.688369	1.30422	1.76601	1.44887	0.217777	-1.40047	-2.43406	-2.93631	-3.17356	-3.29095	-3.34212	-3.36111	-3.37814	0.345416	0.495965	0.496751	0.686468	0.634734	0.634734	0.634734	0.634734	0.634734	0.634734	0.634734	0.634734	0.634734	0.634734	0.634734	0.634734	0.634734	0.634734	0.634734	-18.6347	0.276682	-2.10605	-0.86902	-1.90236	-6.56685	0.262848	-1.04604	-0.934627	-0.923375	2.1774	0.0829152	-0.365518	-0.637849	-0.306754	-0.312242	-0.00247584	-0.188558	-0.30289	-0.177375	0.973306	0.174095	-1.30708	0.620514	0.337278	-0.2994831381792	-732.653755	24.5227031	188.87083	-4485.30256	0.0409042	0.0817003	-0.0229501	-0.1351	0.000946473	-0.00781681	-0.032272	0.337533	0.00565961	-0.3505	0.0167709	0.0252386	-0.0894804	0.337149	1.873	0.355642	0.88	0
VN_02_00_0520	VN_02_00_0520	-0.238154	0.230405	0.572065	1.06332	1.49068	1.23297	0.19536	-0.842665	-1.54962	-1.90022	-2.02427	-2.09519	-2.13181	-2.15239	-2.15277	-2.16605	0.204145	0.533994	1.08848	1.64285	1.79994	0.858111	-0.592405	-1.87784	-2.49194	-2.79954	-2.94336	-3.01829	-3.05065	-3.03026	-3.07552	0.178377	0.485094	1.03691	1.74378	2.14996	1.48889	-0.129192	-2.00652	-3.18113	-3.73662	-3.99794	-4.09679	-4.17933	-4.20726	-4.21856	0.238845	0.598691	1.1328	1.54592	1.41784	0.525669	-0.405599	-1.02003	-1.25731	-1.36221	-1.41195	-1.44654	-1.45464	-1.45434	-1.44564	0.211815	0.555381	1.13108	1.72724	2.04513	1.22796	-0.0624072	-1.14307	-1.64792	-1.87018	-1.97526	-2.01427	-2.04182	-2.04818	-2.03792	0.183279	0.5026	1.10121	1.93273	2.33294	1.94147	0.508478	-1.07035	-2.05693	-2.48577	-2.66103	-2.74751	-2.79264	-2.80035	-2.80239	0.176245	0.283691	0.300584	0.420332	0.376522	0.376522	0.376522	0.376522	0.376522	0.376522	0.376522	0.376522	0.376522	0.376522	0.376522	0.376522	0.376522	0.376522	0.376522	-5.85821	0.0970928	-0.0944615	-3.65515	0.102152	-0.792118	0.153464	0.0295161	-1.27581	0.0990114	2.85895	0.0838129	-0.0593646	-0.091293	-0.0298523	-0.180055	-0.0614344	-0.0713426	0.0293598	-0.0708026	2.9566	0.13766	0.458931	3.43516	0.256237	-0.1023009042636	-601.702781	-2.26331445	120.111277	-4654.60123	0.160203	-0.0520531	0.000519036	0.0255823	-0.00046652	0.0180346	0.122482	0.105135	0.0177026	0.0509594	-0.466985	0.00241921	0.0240031	0.687559	2.558	0.202492	0.842	0
VN_02_00_0521	VN_02_00_0521	-0.245389	0.147071	0.391623	0.792204	1.20677	1.13075	0.227514	-0.777706	-1.51402	-1.88935	-2.05439	-2.13782	-2.17888	-2.2054	-2.20629	-2.22016	0.13126	0.358194	0.789771	1.31227	1.59754	0.851577	-0.48326	-1.73836	-2.47884	-2.8226	-2.96151	-3.05525	-3.08801	-3.08502	-3.11292	0.11362	0.321209	0.751806	1.38734	1.9273	1.54724	0.0824113	-1.79613	-3.09774	-3.67774	-4.03977	-4.14469	-4.22968	-4.24994	-4.2869	0.157886	0.416043	0.853705	1.30849	1.31927	0.543441	-0.318131	-0.911522	-1.17896	-1.3025	-1.37459	-1.40261	-1.40401	-1.41959	-1.41987	0.138131	0.382448	0.830876	1.47234	1.87639	1.26019	0.10505	-0.992417	-1.51139	-1.75793	-1.90517	-1.95486	-1.99359	-1.99554	-2.00514	0.118969	0.347087	0.79033	1.5113	2.13088	2.08114	0.731323	-0.866994	-1.8472	-2.30191	-2.5311	-2.6756	-2.72222	-2.71674	-2.73835	0.115727	0.270946	0.288733	0.356053	0.34103	0.34103	0.34103	0.34103	0.34103	0.34103	0.34103	0.34103	0.34103	0.34103	0.34103	0.34103	0.34103	0.34103	0.34103	0.446949	-0.0983038	0.30119	-0.8606	0.551945	2.99952	-0.0207451	0.11657	0.14865	0.141174	1.70074	0.0148125	0.0542952	0.304183	0.0403979	-0.372625	-0.0521093	0.122	0.282347	0.0962116	3.46804	0.128351	-0.769959	3.71642	0.0245316	-0.01196990172336	-505.426061	67.724181	192.592359	-4158.17922	-0.00693966	0.0931997	-0.0940777	0.274827	-0.0102128	0.0290288	-0.057953	0.308701	0.0352144	0.17331	0.126814	-0.0934148	-0.0585926	0.470568	1.694	0.215869	0.818	0
